Water?,Headers,#,Area,20%,20%,10%,10%,10%,10%,5%,5%,4%,4%,1%,1%,Level,Typing,Completed,Time
,,214.2,ROUTE 20 AREA 2,ORANGURU,FLOETTE,VILEPLUME,TYPE_NULL,YAMASK,COMFEY,COMFEY,GOTHORITA,GOTHORITA,GOTHITELLE,GOTHITELLE,GOTHITELLE,50,Plain Flowery,,Night
,,215.0,ROUTE 20 AREA 3,ALCREMIE,BOLTUND,ELDEGOSS,RIBOMBEE,BELLOSSOM,RIBOMBEE,RIBOMBEE,DUOSION,DUOSION,REUNICLUS,REUNICLUS,REUNICLUS,50,Plain Flowery,,Morn
,,215.1,ROUTE 20 AREA 3,ALCREMIE,BOLTUND,ELDEGOSS,RIBOMBEE,BELLOSSOM,RIBOMBEE,RIBOMBEE,DUOSION,DUOSION,REUNICLUS,REUNICLUS,REUNICLUS,50,Plain Flowery,,Day
,,215.2,ROUTE 20 AREA 3,ALCREMIE,BOLTUND,ELDEGOSS,RIBOMBEE,BELLOSSOM,RIBOMBEE,RIBOMBEE,DUOSION,DUOSION,REUNICLUS,REUNICLUS,REUNICLUS,50,Plain Flowery,,Night
,,216.0,ROUTE 20 AREA 4,PONYTA_GALARIAN,BUTTERFREE,BELLOSSOM,LEAFEON,ALTARIA,RAPIDASH_GALARIAN,RAPIDASH_GALARIAN,HATTREM,HATTREM,HATTERENE,HATTERENE,HATTERENE,51,Plain Flowery,,Morn
,,216.1,ROUTE 20 AREA 4,PONYTA_GALARIAN,BUTTERFREE,BELLOSSOM,LEAFEON,ALTARIA,RAPIDASH_GALARIAN,RAPIDASH_GALARIAN,HATTREM,HATTREM,HATTERENE,HATTERENE,HATTERENE,51,Plain Flowery,,Day
,,216.2,ROUTE 20 AREA 4,PONYTA_GALARIAN,BUTTERFREE,BELLOSSOM,LEAFEON,ALTARIA,RAPIDASH_GALARIAN,RAPIDASH_GALARIAN,HATTREM,HATTREM,HATTERENE,HATTERENE,HATTERENE,51,Plain Flowery,,Night
,,217.0,ROUTE 20 AREA 5,AZUMARILL,KINGLER,POLITOED,VAPOREON,CLAWITZER,PALAFIN,LAPRAS,STARMIE,STARMIE,STARMIE,MILOTIC,MILOTIC,51,Water Grass,TRUE,Morn
,,217.1,ROUTE 20 AREA 5,AZUMARILL,KINGLER,POLITOED,VAPOREON,CLAWITZER,PALAFIN,LAPRAS,STARMIE,STARMIE,STARMIE,MILOTIC,MILOTIC,51,Water Grass,TRUE,Day
,,217.2,ROUTE 20 AREA 5,AZUMARILL,KINGLER,POLITOED,VAPOREON,CLAWITZER,PALAFIN,LAPRAS,STARMIE,STARMIE,STARMIE,MILOTIC,MILOTIC,51,Water Grass,TRUE,Night
,,218.0,ROUTE 20 AREA 6,CLAWITZER,SEADRA,POLIWRATH,GOREBYSS,BARBARACLE,JELLICENT,LUDICOLO,LUDICOLO,SEADRA,KINGDRA,KINGDRA,KINGDRA,51,Water Grass,TRUE,Morn
,,218.1,ROUTE 20 AREA 6,CLAWITZER,SEADRA,POLIWRATH,GOREBYSS,BARBARACLE,JELLICENT,LUDICOLO,LUDICOLO,SEADRA,KINGDRA,KINGDRA,KINGDRA,51,Water Grass,TRUE,Day
,,218.2,ROUTE 20 AREA 6,CLAWITZER,SEADRA,POLIWRATH,GOREBYSS,BARBARACLE,JELLICENT,LUDICOLO,LUDICOLO,SEADRA,KINGDRA,KINGDRA,KINGDRA,51,Water Grass,TRUE,Night
,,219.0,ROUTE 20 AREA 7,BARBARACLE,TENTACRUEL,BRUXISH,HUNTAIL,GOLISOPOD,PYUKUMUKU,LAPRAS,BASCULEGION,BASCULEGION,GYARADOS,GYARADOS,GYARADOS,51,Water Grass,TRUE,Morn
,,219.1,ROUTE 20 AREA 7,BARBARACLE,TENTACRUEL,BRUXISH,HUNTAIL,GOLISOPOD,PYUKUMUKU,LAPRAS,BASCULEGION,BASCULEGION,GYARADOS,GYARADOS,GYARADOS,51,Water Grass,TRUE,Day
,,219.2,ROUTE 20 AREA 7,BARBARACLE,TENTACRUEL,BRUXISH,HUNTAIL,GOLISOPOD,PYUKUMUKU,LAPRAS,BASCULEGION,BASCULEGION,GYARADOS,GYARADOS,GYARADOS,51,Water Grass,TRUE,Night
,,220.0,ROUTE 20 AREA 8,VIGOROTH,TOGETIC,SCIZOR,GOLISOPOD,BEWEAR,GOLURK,SCIZOR,GOGOAT,TOGEKISS,TOGEKISS,GOGOAT,GOGOAT,51,Plain,,Morn
,,220.1,ROUTE 20 AREA 8,VIGOROTH,TOGETIC,SCIZOR,GOLISOPOD,BEWEAR,GOLURK,SCIZOR,GOGOAT,TOGEKISS,TOGEKISS,GOGOAT,GOGOAT,51,Plain,,Day
,,220.2,ROUTE 20 AREA 8,VIGOROTH,TOGETIC,SCIZOR,GOLISOPOD,BEWEAR,GOLURK,SCIZOR,GOGOAT,TOGEKISS,TOGEKISS,GOGOAT,GOGOAT,51,Plain,,Night
,,221.0,ROUTE 20 AREA 9,DRAPION,PAWMOT,MACHAMP,GARGANACL,STOUTLAND,VILEPLUME,FARFETCHD,FARFETCHD,TOUCANNON,TOUCANNON,AMPHAROS,AMPHAROS,51,Plain,,Morn
,,221.1,ROUTE 20 AREA 9,DRAPION,PAWMOT,MACHAMP,GARGANACL,STOUTLAND,VILEPLUME,FARFETCHD,FARFETCHD,TOUCANNON,TOUCANNON,AMPHAROS,AMPHAROS,51,Plain,,Day
,,221.2,ROUTE 20 AREA 9,DRAPION,PAWMOT,MACHAMP,GARGANACL,STOUTLAND,VILEPLUME,FARFETCHD,FARFETCHD,TOUCANNON,TOUCANNON,AMPHAROS,AMPHAROS,51,Plain,,Night
,,222.0,ROUTE 20 AREA 10,KANGASKHAN,NOIVERN,PALOSSAND,PANGORO,LICKILICKY,HERACROSS,SILVALLY,CARBINK,CARBINK,JUMPLUFF,JUMPLUFF,JUMPLUFF,54,Plain,,Morn
,,222.1,ROUTE 20 AREA 10,KANGASKHAN,NOIVERN,PALOSSAND,PANGORO,LICKILICKY,HERACROSS,SILVALLY,CARBINK,CARBINK,JUMPLUFF,JUMPLUFF,JUMPLUFF,54,Plain,,Day
,,222.2,ROUTE 20 AREA 10,KANGASKHAN,NOIVERN,PALOSSAND,PANGORO,LICKILICKY,HERACROSS,SILVALLY,CARBINK,CARBINK,JUMPLUFF,JUMPLUFF,JUMPLUFF,54,Plain,,Night
,,223.0,ROUTE 20 AREA 11,URSARING,CORSOLA_GALARIAN,ARCHEOPS,DUDUNSPARCE,GRIMMSNARL,GREAT_TUSK,GENGAR,REVAVROOM,REVAVROOM,TANGROWTH,TANGROWTH,TANGROWTH,54,Plain,,Morn
,,223.1,ROUTE 20 AREA 11,URSARING,CORSOLA_GALARIAN,ARCHEOPS,DUDUNSPARCE,GRIMMSNARL,GREAT_TUSK,GENGAR,REVAVROOM,REVAVROOM,COALOSSAL,COALOSSAL,COALOSSAL,54,Plain,,Day
,,223.2,ROUTE 20 AREA 11,URSARING,CORSOLA_GALARIAN,ARCHEOPS,DUDUNSPARCE,GRIMMSNARL,GREAT_TUSK,GENGAR,REVAVROOM,REVAVROOM,COALOSSAL,COALOSSAL,COALOSSAL,54,Plain,,Night
,,224.0,ROUTE 20 AREA 12,ELECTRODE,ELECTRODE_HISUIAN,MELTAN,FARIGIRAF,TINKATON,MAGNEZONE,IRON_THORNS,AVALUGG,ELECTIVIRE,ELECTIVIRE,ROTOM,ROTOM,54,Plain,,Morn
,,224.1,ROUTE 20 AREA 12,ELECTRODE,ELECTRODE_HISUIAN,MELTAN,FARIGIRAF,TINKATON,MAGNEZONE,IRON_THORNS,AVALUGG,ELECTIVIRE,ELECTIVIRE,ROTOM,ROTOM,54,Plain,,Day
,,224.2,ROUTE 20 AREA 12,ELECTRODE,ELECTRODE_HISUIAN,MELTAN,FARIGIRAF,TINKATON,MAGNEZONE,IRON_THORNS,AVALUGG,ELECTIVIRE,ELECTIVIRE,ROTOM,ROTOM,54,Plain,,Night
,,225.0,ROUTE 20 AREA 13,WHIRLIPEDE,PERRSERKER,LICKILICKY,REUNICLUS,SCOLIPEDE,EELEKTROSS,NAGANADEL,GHOLDENGO,NAGANADEL,GHOLDENGO,LUCARIO,LUCARIO,54,Plain,,Morn
,,225.1,ROUTE 20 AREA 13,WHIRLIPEDE,PERRSERKER,LICKILICKY,REUNICLUS,SCOLIPEDE,EELEKTROSS,NAGANADEL,GHOLDENGO,NAGANADEL,GHOLDENGO,LUCARIO,LUCARIO,54,Plain,,Day
,,225.2,ROUTE 20 AREA 13,WHIRLIPEDE,PERRSERKER,LICKILICKY,REUNICLUS,SCOLIPEDE,EELEKTROSS,NAGANADEL,GHOLDENGO,NAGANADEL,GHOLDENGO,LUCARIO,LUCARIO,54,Plain,,Night
,,226.0,WILD AREA 33,ROSELIA,BLISSEY,ROSERADE,SYLVEON,WYRDEER,YANMEGA,PANGORO,ZANGOOSE,IMPIDIMP,IMPIDIMP,CHANDELURE,CHANDELURE,48,WA Plain,,Morn
,,226.1,WILD AREA 33,ROSELIA,BLISSEY,ROSERADE,SYLVEON,WYRDEER,YANMEGA,IMPIDIMP,ZANGOOSE,IMPIDIMP,IMPIDIMP,CHANDELURE,CHANDELURE,48,WA Plain,,Day
,,226.2,WILD AREA 33,ROSELIA,BLISSEY,ROSERADE,SYLVEON,WYRDEER,YANMEGA,IMPIDIMP,ZANGOOSE,IMPIDIMP,IMPIDIMP,CHANDELURE,CHANDELURE,48,WA Plain,,Night
,,227.0,WILD AREA 34,PINSIR,PORYGON2,LUCARIO,OBSTAGOON,JOLTEON,MR_RIME,PRIMEAPE,PRIMEAPE,AMPHAROS,AMPHAROS,ALAKAZAM,ALAKAZAM,48,WA Plain,,Morn
,,227.1,WILD AREA 34,PINSIR,PORYGON2,LUCARIO,OBSTAGOON,JOLTEON,MR_RIME,PRIMEAPE,PRIMEAPE,AMPHAROS,AMPHAROS,ALAKAZAM,ALAKAZAM,48,WA Plain,,Day
,,227.2,WILD AREA 34,PINSIR,PORYGON2,LUCARIO,OBSTAGOON,JOLTEON,MR_RIME,PRIMEAPE,PRIMEAPE,AMPHAROS,AMPHAROS,ALAKAZAM,ALAKAZAM,48,WA Plain,,Night
,,228.0,WILD AREA 35,EXEGGUTOR,EXEGGUTOR_ALOLAN,TANGROWTH,HATTERENE,SILVALLY,CRUSTLE,POLITOED,POLITOED,POLIWRATH,POLIWRATH,POLIWRATH,POLIWRATH,48,WA Plain,TRUE,Morn
,,228.1,WILD AREA 35,EXEGGUTOR,EXEGGUTOR_ALOLAN,TANGROWTH,HATTERENE,SILVALLY,CRUSTLE,POLITOED,POLITOED,POLIWRATH,POLIWRATH,POLIWRATH,POLIWRATH,48,WA Plain,TRUE,Day
,,228.2,WILD AREA 35,EXEGGUTOR,EXEGGUTOR_ALOLAN,TANGROWTH,HATTERENE,SILVALLY,CRUSTLE,POLITOED,POLITOED,POLIWRATH,POLIWRATH,POLIWRATH,POLIWRATH,48,WA Plain,TRUE,Night
,,229.0,WILD AREA 36,SCYTHER,DIPPLIN,LUXRAY,FLAPPLE,HYDRAPPLE,APPLETUN,PORYGON2,PORYGON2,UNFEZANT,UNFEZANT,HATTERENE,HATTERENE,52,WA Plain,,Morn
,,229.1,WILD AREA 36,SCYTHER,DIPPLIN,LUXRAY,FLAPPLE,HYDRAPPLE,APPLETUN,PORYGON2,PORYGON2,UNFEZANT,UNFEZANT,HATTERENE,HATTERENE,52,WA Plain,,Day
,,229.2,WILD AREA 36,SCYTHER,DIPPLIN,LUXRAY,FLAPPLE,HYDRAPPLE,APPLETUN,PORYGON2,PORYGON2,UNFEZANT,UNFEZANT,HATTERENE,HATTERENE,52,WA Plain,,Night
,,230.0,WILD AREA 37,ACCELGOR,BOUFFALANT,VIKAVOLT,ORBEETLE,SLAKING,VICTREEBEL,GIGALITH,GIGALITH,HAXORUS,HAXORUS,ALAKAZAM,ALAKAZAM,52,WA Plain,,Morn
,,230.1,WILD AREA 37,ACCELGOR,BOUFFALANT,VIKAVOLT,ORBEETLE,SLAKING,VICTREEBEL,GIGALITH,GIGALITH,HAXORUS,HAXORUS,ALAKAZAM,ALAKAZAM,52,WA Plain,,Day
,,230.2,WILD AREA 37,ACCELGOR,BOUFFALANT,VIKAVOLT,ORBEETLE,SLAKING,VICTREEBEL,GIGALITH,GIGALITH,HAXORUS,HAXORUS,ALAKAZAM,ALAKAZAM,52,WA Plain,,Night
,,231.0,WILD AREA 38,ESCAVALIER,BEWEAR,LEAVANNY,STARAPTOR,SLAKING,MALAMAR,STEELIX,SNEASLER,SNEASLER,PIDGEOT,PIDGEOT,PIDGEOT,52,WA Plain,,Morn
,,231.1,WILD AREA 38,ESCAVALIER,BEWEAR,LEAVANNY,STARAPTOR,SLAKING,MALAMAR,STEELIX,SNEASLER,SNEASLER,PIDGEOT,PIDGEOT,PIDGEOT,52,WA Plain,,Day
,,231.2,WILD AREA 38,ESCAVALIER,BEWEAR,LEAVANNY,STARAPTOR,SLAKING,MALAMAR,STEELIX,SNEASLER,SNEASLER,PIDGEOT,PIDGEOT,PIDGEOT,52,WA Plain,,Night
,,232.0,WILD AREA 39,ARBOLIVA,GOGOAT,MANDIBUZZ,CORVIKNIGHT,KLEAVOR,WEEZING_GALARIAN,KLEAVOR,WEEZING_GALARIAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,52,WA Plain,TRUE,Morn
,,232.1,WILD AREA 39,ARBOLIVA,PANGORO,MUK,CORVIKNIGHT,KLEAVOR,WEEZING_GALARIAN,KLEAVOR,WEEZING_GALARIAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,52,WA Plain,TRUE,Day
,,232.2,WILD AREA 39,ARBOLIVA,PANGORO,MUK,CORVIKNIGHT,KLEAVOR,WEEZING_GALARIAN,KLEAVOR,WEEZING_GALARIAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,MUK_ALOLAN,52,WA Plain,TRUE,Night
,,233.0,WILD AREA 40,SCOVILLAIN,MUK,ESPEON,ORBEETLE,SEISMITOAD,LUDICOLO,ORBEETLE,MELMETAL,GARDEVOIR,GALLADE,GARDEVOIR,GALLADE,52,WA Plain,,Morn
,,233.1,WILD AREA 40,SCOVILLAIN,KIRLIA,SEISMITOAD,ORBEETLE,MANDIBUZZ,LUDICOLO,ORBEETLE,MELMETAL,GARDEVOIR,GALLADE,GARDEVOIR,GALLADE,52,WA Plain,,Day
,,233.2,WILD AREA 40,SCOVILLAIN,KIRLIA,SEISMITOAD,ORBEETLE,MANDIBUZZ,LUDICOLO,ORBEETLE,MELMETAL,GARDEVOIR,GALLADE,GARDEVOIR,GALLADE,52,WA Plain,,Night
,496,234.0,VICTORY ROAD AREA 1,KLINKLANG,MAGNEZONE,GARGANACL,GOLEM,GOLEM_ALOLAN,GOLURK,FLYGON,CONKELDURR,ALAKAZAM,MACHAMP,ALAKAZAM,MACHAMP,55,Cave,TRUE,Morn
,,234.1,VICTORY ROAD AREA 1,MAGNETON,MACHOKE,GARGANACL,GOLEM,GOLEM_ALOLAN,GOLURK,FLYGON,CONKELDURR,ALAKAZAM,MACHAMP,ALAKAZAM,MACHAMP,55,Cave,TRUE,Day
,,234.2,VICTORY ROAD AREA 1,MAGNETON,MACHOKE,GARGANACL,GOLEM,GOLEM_ALOLAN,GOLURK,FLYGON,CONKELDURR,ALAKAZAM,MACHAMP,ALAKAZAM,MACHAMP,55,Cave,TRUE,Night
,497,235.0,VICTORY ROAD AREA 2,HAXORUS,WYRDEER,GIGALITH,EELEKTROSS,GARDEVOIR,TINKATON,TINKATON,ELECTIVIRE,ELECTIVIRE,IRON_VALIANT,IRON_VALIANT,IRON_VALIANT,55,Cave,TRUE,Morn
,,235.1,VICTORY ROAD AREA 2,SHUCKLE,EXCADRILL,WYRDEER,EELEKTROSS,GIGALITH,HAXORUS,ELECTIVIRE,ELECTIVIRE,HAXORUS,GIGALITH,EELEKTROSS,EELEKTROSS,55,Cave,TRUE,Day
,,235.2,VICTORY ROAD AREA 2,SHUCKLE,EXCADRILL,WYRDEER,EELEKTROSS,GIGALITH,HAXORUS,ELECTIVIRE,ELECTIVIRE,HAXORUS,GIGALITH,EELEKTROSS,EELEKTROSS,55,Cave,TRUE,Night
,498,236.0,VICTORY ROAD AREA 3,GOLURK,EXCADRILL,PROBOPASS,SNORLAX,STEELIX,METANG,METANG,DURALUDON,DURALUDON,ARCHALUDON,ARCHALUDON,ARCHALUDON,68,Cave,TRUE,Morn
,,236.1,VICTORY ROAD AREA 3,KLINKLANG,PROBOPASS,MAGNEZONE,SNORLAX,STEELIX,METANG,METANG,DURALUDON,DURALUDON,ARCHALUDON,ARCHALUDON,ARCHALUDON,68,Cave,TRUE,Day
,,236.2,VICTORY ROAD AREA 3,KLINKLANG,PROBOPASS,MAGNEZONE,SNORLAX,STEELIX,METANG,METANG,DURALUDON,DURALUDON,ARCHALUDON,ARCHALUDON,ARCHALUDON,68,Cave,TRUE,Night
,513,237.0,VICTORY ROAD AREA 4,DARMANITAN,COALOSSAL,FLAREON,CENTISKORCH,CHANDELURE,ARCANINE,ARCANINE,MAGMORTAR,MAGMORTAR,ARMAROUGE,ARMAROUGE,ARMAROUGE,68,Cave,TRUE,Morn
,,237.1,VICTORY ROAD AREA 4,GOGOAT,TANGROWTH,ESPEON,FLORGES,GARDEVOIR,ARMAROUGE,,ARMAROUGE,IRON_VALIANT,ARMAROUGE,IRON_VALIANT,IRON_VALIANT,68,Cave,TRUE,Day
,,237.2,VICTORY ROAD AREA 4,GOGOAT,TANGROWTH,ESPEON,FLORGES,GARDEVOIR,ARMAROUGE,,ARMAROUGE,IRON_VALIANT,ARMAROUGE,IRON_VALIANT,IRON_VALIANT,68,Cave,TRUE,Night
,514,238.0,VICTORY ROAD AREA 5,DARMANITAN,CENTISKORCH,FLAREON,COALOSSAL,VOLCARONA,ARCANINE_HISUIAN,ARCANINE_HISUIAN,MAGMORTAR,MAGMORTAR,CERULEDGE,CERULEDGE,CERULEDGE,68,Cave,TRUE,Morn
,,238.1,VICTORY ROAD AREA 5,DARMANITAN,CHANDELURE,FLAREON,CENTISKORCH,ARCANINE,ARCANINE_HISUIAN,CERULEDGE,ARMAROUGE,MAGMORTAR,MAGMORTAR,CERULEDGE,ARMAROUGE,68,Cave,TRUE,Day
,,238.2,VICTORY ROAD AREA 5,DARMANITAN,CHANDELURE,FLAREON,CENTISKORCH,ARCANINE,ARCANINE_HISUIAN,CERULEDGE,ARMAROUGE,MAGMORTAR,MAGMORTAR,CERULEDGE,ARMAROUGE,68,Cave,TRUE,Night
,501,239.0,VICTORY ROAD AREA 6,GOOMY,CROBAT,NAGANADEL,GLIMMORA,REVAVROOM,TOXTRICITY,OKIDOGI,OKIDOGI,SLIGGOO,SLIGGOO,GOODRA,GOODRA,68,Cave,TRUE,Morn
,,239.1,VICTORY ROAD AREA 6,GOOMY,CROBAT,NAGANADEL,GLIMMORA,REVAVROOM,TOXTRICITY,OKIDOGI,OKIDOGI,SLIGGOO,SLIGGOO,GOODRA,GOODRA,68,Cave,TRUE,Day
,,239.2,VICTORY ROAD AREA 6,GOOMY,CROBAT,NAGANADEL,GLIMMORA,REVAVROOM,TOXTRICITY,OKIDOGI,OKIDOGI,SLIGGOO,SLIGGOO,GOODRA,GOODRA,68,Cave,TRUE,Night
,502,240.0,VICTORY ROAD AREA 7,DEINO,BISHARP,UMBREON,ROARING_MOON,MABOSSTIFF,OBSTAGOON,KINGAMBIT,KINGAMBIT,ZWEILOUS,ZWEILOUS,HYDREIGON,HYDREIGON,70,Cave,TRUE,Morn
,,240.1,VICTORY ROAD AREA 7,DEINO,BISHARP,UMBREON,ROARING_MOON,MABOSSTIFF,OBSTAGOON,KINGAMBIT,KINGAMBIT,ZWEILOUS,ZWEILOUS,HYDREIGON,HYDREIGON,70,Cave,TRUE,Day
,,240.2,VICTORY ROAD AREA 7,DEINO,BISHARP,UMBREON,ROARING_MOON,MABOSSTIFF,OBSTAGOON,KINGAMBIT,KINGAMBIT,ZWEILOUS,ZWEILOUS,HYDREIGON,HYDREIGON,70,Cave,TRUE,Night
,503,241.0,VICTORY ROAD AREA 8,JANGMO_O,ROSERADE,SIRFETCHD,HYDRAPPLE,GALLADE,SNEASLER,KINGDRA,KINGDRA,HAKAMO_O,HAKAMO_O,KOMMO_O,KOMMO_O,70,Cave,TRUE,Morn
,,241.1,VICTORY ROAD AREA 8,JANGMO_O,ROSERADE,SIRFETCHD,HYDRAPPLE,GALLADE,SNEASLER,KINGDRA,KINGDRA,HAKAMO_O,HAKAMO_O,KOMMO_O,KOMMO_O,70,Cave,TRUE,Day
,,241.2,VICTORY ROAD AREA 8,JANGMO_O,ROSERADE,SIRFETCHD,HYDRAPPLE,GALLADE,SNEASLER,KINGDRA,KINGDRA,HAKAMO_O,HAKAMO_O,KOMMO_O,KOMMO_O,70,Cave,TRUE,Night
,504,242.0,VICTORY ROAD AREA 9,GOOMY,FLYGON,SCREAM_TAIL,SNEASLER,FARIGIRAF,SCIZOR,AGGRON,AGGRON,SLIGGOO_HISUIAN,SLIGGOO_HISUIAN,GOODRA_HISUIAN,GOODRA_HISUIAN,70,Cave,TRUE,Morn
,,242.1,VICTORY ROAD AREA 9,GOOMY,FLYGON,SCREAM_TAIL,SNEASLER,FARIGIRAF,SCIZOR,AGGRON,AGGRON,SLIGGOO_HISUIAN,SLIGGOO_HISUIAN,GOODRA_HISUIAN,GOODRA_HISUIAN,70,Cave,TRUE,Day
,,242.2,VICTORY ROAD AREA 9,GOOMY,FLYGON,SCREAM_TAIL,SNEASLER,FARIGIRAF,SCIZOR,AGGRON,AGGRON,SLIGGOO_HISUIAN,SLIGGOO_HISUIAN,GOODRA_HISUIAN,GOODRA_HISUIAN,70,Cave,TRUE,Night
,505,243.0,VICTORY ROAD AREA 10,GIBLE,HIPPOWDON,GREAT_TUSK,KROOKODILE,GLISCOR,MAMOSWINE,URSALUNA,URSALUNA,GABITE,GABITE,GARCHOMP,GARCHOMP,70,Cave,TRUE,Morn
,,243.1,VICTORY ROAD AREA 10,GIBLE,HIPPOWDON,GREAT_TUSK,KROOKODILE,GLISCOR,MAMOSWINE,URSALUNA,URSALUNA,GABITE,GABITE,GARCHOMP,GARCHOMP,70,Cave,TRUE,Day
,,243.2,VICTORY ROAD AREA 10,GIBLE,HIPPOWDON,GREAT_TUSK,KROOKODILE,GLISCOR,MAMOSWINE,URSALUNA,URSALUNA,GABITE,GABITE,GARCHOMP,GARCHOMP,70,Cave,TRUE,Night
,506,244.0,VICTORY ROAD AREA 11,BAGON,TOEDSCRUEL,JOLTEON,TOGEKISS,TYRANTRUM,SLITHER_WING,GOLISOPOD,GOLISOPOD,SHELGON,SHELGON,SALAMENCE,SALAMENCE,70,Plain,TRUE,Morn
,,244.1,VICTORY ROAD AREA 11,BAGON,TOEDSCRUEL,JOLTEON,TOGEKISS,TYRANTRUM,SLITHER_WING,GOLISOPOD,GOLISOPOD,SHELGON,SHELGON,SALAMENCE,SALAMENCE,70,Plain,TRUE,Day
,,244.2,VICTORY ROAD AREA 11,BAGON,TOEDSCRUEL,JOLTEON,TOGEKISS,TYRANTRUM,SLITHER_WING,GOLISOPOD,GOLISOPOD,SHELGON,SHELGON,SALAMENCE,SALAMENCE,70,Plain,TRUE,Night
,507,245.0,VICTORY ROAD AREA 12,FRIGIBAX,VANILLUXE,GLACEON,LAPRAS,AURORUS,CETITAN,WALREIN,WALREIN,ARCTIBAX,ARCTIBAX,BAXCALIBUR,BAXCALIBUR,70,Cave,TRUE,Morn
,,245.1,VICTORY ROAD AREA 12,FRIGIBAX,VANILLUXE,GLACEON,LAPRAS,AURORUS,CETITAN,WALREIN,WALREIN,ARCTIBAX,ARCTIBAX,BAXCALIBUR,BAXCALIBUR,70,Cave,TRUE,Day
,,245.2,VICTORY ROAD AREA 12,FRIGIBAX,VANILLUXE,GLACEON,LAPRAS,AURORUS,CETITAN,WALREIN,WALREIN,ARCTIBAX,ARCTIBAX,BAXCALIBUR,BAXCALIBUR,70,Cave,TRUE,Night
,508,246.0,VICTORY ROAD AREA 13,LARVITAR,SANDACONDA,IRON_THORNS,RHYPERIOR,AERODACTYL,KLEAVOR,ARCANINE_HISUIAN,ARCANINE_HISUIAN,PUPITAR,PUPITAR,TYRANITAR,TYRANITAR,70,Cave,TRUE,Morn
,,246.1,VICTORY ROAD AREA 13,LARVITAR,SANDACONDA,IRON_THORNS,RHYPERIOR,AERODACTYL,KLEAVOR,ARCANINE_HISUIAN,ARCANINE_HISUIAN,PUPITAR,PUPITAR,TYRANITAR,TYRANITAR,70,Cave,TRUE,Day
,,246.2,VICTORY ROAD AREA 13,LARVITAR,SANDACONDA,IRON_THORNS,RHYPERIOR,AERODACTYL,KLEAVOR,ARCANINE_HISUIAN,ARCANINE_HISUIAN,PUPITAR,PUPITAR,TYRANITAR,TYRANITAR,70,Cave,TRUE,Night
,499,247.0,VICTORY ROAD AREA 14,RIOLU,YANMEGA,SYLVEON,FLORGES,PORYGON_Z,DHELMISE,AGGRON,TINKATON,TINKATON,LUCARIO,LUCARIO,LUCARIO,70,Plain,TRUE,Morn
,,247.1,VICTORY ROAD AREA 14,RIOLU,YANMEGA,SYLVEON,VOLCARONA,PORYGON_Z,DHELMISE,AGGRON,TINKATON,TINKATON,LUCARIO,LUCARIO,LUCARIO,70,Plain,TRUE,Day
,,247.2,VICTORY ROAD AREA 14,RIOLU,YANMEGA,SYLVEON,VOLCARONA,PORYGON_Z,DHELMISE,AGGRON,TINKATON,TINKATON,LUCARIO,LUCARIO,LUCARIO,70,Plain,TRUE,Night
,509,248.0,VICTORY ROAD AREA 15,BELDUM,BRONZONG,COPPERAJAH,MELMETAL,REVAVROOM,MUSHARNA,AEGISLASH,AEGISLASH,METANG,METANG,METAGROSS,METAGROSS,70,Cave,TRUE,Morn
,,248.1,VICTORY ROAD AREA 15,BELDUM,BRONZONG,COPPERAJAH,MELMETAL,REVAVROOM,MUSHARNA,AEGISLASH,AEGISLASH,METANG,METANG,METAGROSS,METAGROSS,70,Cave,TRUE,Day
,,248.2,VICTORY ROAD AREA 15,BELDUM,BRONZONG,COPPERAJAH,MELMETAL,REVAVROOM,MUSHARNA,AEGISLASH,AEGISLASH,METANG,METANG,METAGROSS,METAGROSS,70,Cave,TRUE,Night
,500,249.0,VICTORY ROAD AREA 16,GARDEVOIR,GALLADE,VAPOREON,TOGEKISS,FLORGES,EXEGGUTOR_ALOLAN,GOLISOPOD,GOLISOPOD,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,70,Plain,TRUE,Morn
,,249.1,VICTORY ROAD AREA 16,GARDEVOIR,GALLADE,VAPOREON,TOGEKISS,FLORGES,EXEGGUTOR_ALOLAN,GOLISOPOD,GOLISOPOD,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,70,Plain,TRUE,Day
,,249.2,VICTORY ROAD AREA 16,GARDEVOIR,GALLADE,VAPOREON,TOGEKISS,FLORGES,EXEGGUTOR_ALOLAN,GOLISOPOD,GOLISOPOD,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,70,Plain,TRUE,Night
